priority,name,city,strategy,category,rating,reviews,price_from,website,what,why,gift_cert_ready,visual_score,set_fit,social,followers,rating_source,note,yandex_maps_query,yandex_maps_url,source,confidence,maybe_partner,status,comment
B,Бисальса — школа сальсы и бачаты,Санкт-Петербург,romance,урок танца для пары,,,2750,https://besalsa.ru/,"Индивидуальный урок сальсы/бачаты для пары с преподавателем, есть скидка для пар.",Парный танец — устойчивый подарочный формат (сертификаты на 2750 ₽ у агрегаторов); школа позиционируется именно на пары.,,3,Для двоих,,,,,Бисальса школа танцев Санкт-Петербург,,https://besalsa.ru/,medium,,,
B,Антикинотеатр «Секрет» — кинотеатр для двоих,Москва,romance,приватный кинотеатр,,,,https://cinemasecret.ru/,"Частный кинозал с диваном для пары, кино + игры + музыка, чизкейки и шоколадное фондю.",Есть на Tripadvisor и в топах «романтическое свидание в Москве»; гости хвалят атмосферу и десерты.,,4,Для двоих,,,,,антикинотеатр Секрет Москва,,https://www.tripadvisor.com/Attraction_Review-g298484-d15335711-Reviews-Cinema_Secret-Moscow_Central_Russia.html,medium,,,
B,Secret Date — свидание в кинозале «Космос»,Москва,romance,приватный кинотеатр,,,,https://secretdate.ru/,"Романтическое свидание в приватном кинозале (зал «Космос»), ужин на двоих разных кухонь, можно приносить своё.",Тематические залы дают инстаграмный визуал; на сайте подборка отзывов о свиданиях.,,4,Для двоих,,,,,Secret Date кинотеатр для двоих Москва,,https://secretdate.ru/,medium,,,
B,Painty — арт-вечеринки,Москва,romance,живопись с вином,,,,https://www.painty.ru/,"Пошаговая арт-вечеринка с художником и ассистентом, участники выбирают сюжет; Москва и Петербург.","Крупнейший бренд арт-вечеринок в России, много локаций — удобно для сертификата с выбором даты.",,3,Для двоих,,,,,Painty арт-вечеринка Москва,,https://www.painty.ru/,medium,,,
B,Держи Ритм — школа бачаты,Москва,romance,урок танца для пары,,,,https://www.derziritm.ru/price/gift.html,"Индивидуальный урок бачаты для пары, есть раздел подарочных сертификатов на сайте.",Готовые подарочные сертификаты уже продаются; бачата — самый «свиданческий» танец 2025–2026.,True,3,Для двоих,,,,,Держи Ритм школа бачаты Москва,,https://www.derziritm.ru/price/gift.html,medium,,,
B,Школа танцев «Бачата» (bachata.su),Москва,romance,урок танца для пары,,,,https://bachata.su/bachata-individualno/,"Индивидуальные занятия бачатой для пары, залы во всех районах Москвы и филиал в СПб.",Сеть с покрытием обоих городов — один договор на два рынка.,,3,Для двоих,,,,,Школа танцев Бачата Москва,,https://bachata.su/bachata-individualno/,medium,,,
B,Экоранчо «Алексеевка» — дом на дереве,МО,romance,ночь в необычном отеле,,,,,"Малый дом на дереве для двоих, A-frame и шале на 40 га в Можайском округе.",В подборке welcome.mosreg «27 романтических отелей»; формат «дом на дереве» редкий и фотогеничный.,,5,Для двоих,,,,,Экоранчо Алексеевка Можайский округ,,https://welcome.mosreg.ru/stories/valentines-day-in-podmoskovie,medium,,,
B,ШелестГлэмп — A-frame домики в стиле бохо,МО,romance,ночь в необычном отеле,,,,,"A-frame домики с панорамными окнами на лес, позиционирование «для романтического свидания на двоих».",Попал в топ новых глэмпингов Подмосковья от Glampi; бохо-интерьеры и панорамные окна = визуал 5/5.,,5,Для двоих,,,,,ШелестГлэмп глэмпинг Московская область,,https://glampi.ru/news/top-novykh-glempingov-moskovsk/,medium,,,
B,Artplay Media — мультимедийные выставки,Москва,visual,иммерсивная выставка,,,,https://artplay.ru/events/artplay-media,"Мультимедийные выставки-проекции (например, «Французский импрессионизм») в пространстве Artplay.",Постоянно обновляемая афиша мультимедиа-выставок; понятный билетный продукт для сертификата.,,4,Для двоих;Для женщин;Универсальные,,,,,Artplay Media мультимедийная выставка,,https://artplay.ru/event/multimedijnaya-vyistavka-frantsuzskij-impressionizm-,medium,,,
B,Погружение — «Алиса: безумное чаепитие»,Москва,visual,иммерсивный квест-чаепитие,,,,https://www.pogruzhenye.ru/,"Квест-перформанс с чаепитием у Шляпника, кроличьей норой-горкой, комнатой зелий и Бармаглотом.",Гости отмечают «внутреннего ребёнка» и качество актёров; тема Алисы — вечный инстаграмный тренд.,,4,Для двоих;Для женщин;Универсальные,,,,,Погружение квест Алиса Москва,,https://mir-kvestov.ru/quests/pogruzhenie-alisa,medium,,,
B,Photospot — студия автопортрета,Москва,visual,студия автопортрета,,,,,"Автопортрет-студия с огромным реквизитом (в т.ч. крылья), чёрный и светлый залы, до 5 человек.",Много отзывов на Отзовике/iRecommend; уникальный реквизит = отличие от конкурентов.,,4,Для двоих;Для женщин;Универсальные,,,,,Photospot студия автопортрета Москва,,https://otzovik.com/review_17745769.html,medium,,,
B,Интроверт — студия автопортрета,Санкт-Петербург,visual,студия автопортрета,,,,,"Автопортрет-студия с новым залом «Спектр», регулируемым светом и разнообразным реквизитом.","Обновляют залы (2025–2026), отзывы на Яндекс Картах хвалят качество и цвет.",,4,Для двоих;Для женщин;Универсальные,,,,,Студия автопортрета Интроверт Санкт-Петербург,,https://yandex.ru/maps/org/studiya_avtoportreta_introvert/122302239795/reviews/,medium,,,
B,Взаперти — «Школа магии: Гарри Поттер и фантастические твари»,Санкт-Петербург,visual,иммерсивный квест-чаепитие,,,,https://vzaperti.net/performance/skola-magii-garri-potter-i-fantasticeskie-tvari,60 мин квеста-спектакля с шоу-элементами и мастер-классами + 60 мин чаепития в лаунж-зоне.,"Один из самых атмосферных поттер-форматов СПб; подходит и парам, и семьям.",,4,Для двоих;Для женщин;Универсальные,,,,,Взаперти квест Школа магии Санкт-Петербург,,https://vzaperti.net/performance/skola-magii-garri-potter-i-fantasticeskie-tvari,medium,,,
B,Дверь в Хогвартс — интерактивный музей,Санкт-Петербург,visual,тематическое пространство,,,,https://dver-v-hogvarts.ru/,"Интерактивный музей-выставка по вселенной Гарри Поттера: декорации Хогвартса, фотозоны, программы.","В подборках Афиши и KudaGo «места для поттероманов»; постоянная площадка, а не разовое шоу.",,4,Для двоих;Для женщин;Универсальные,,,,,Дверь в Хогвартс музей Санкт-Петербург,,https://www.afisha.ru/article/garri-potter-v-peterburge-7-mest-dlya-potteromanov/,medium,,,
B,Павлинские Термы,МО,season,термы,,,,https://pterm.ru/,"Термальный курорт в Балашихе (мкр. Павлино): бассейны, бани, спа-зона.",Ближайшая к востоку Москвы альтернатива Gremm/Мореон — расширяет географию термального сегмента.,,3,Для мужчин;Универсальные,,,,,Павлинские термы Балашиха,,https://pterm.ru/,medium,,,
B,Горнолыжная школа Крыловых (Крылатское),Москва,season,горнолыжная школа,,,,https://www.skischool.club/,"Обучение горным лыжам и сноуборду для взрослых и детей на склоне в Крылатском, инструкторы международного уровня.",Единственная школа внутри города — «первый урок на лыжах» как подарок без выезда за МКАД.,,3,Для мужчин;Универсальные,,,,,Горнолыжная школа Крыловых Крылатское,,https://www.skischool.club/,medium,,,
B,Тюбинг-парк «Елагино»,МО,season,тюбинг-парк,,,,,"Зимний парк у Наро-Фоминска с длинной тюбинговой трассой и подъёмником, прокат инвентаря.","Самый обсуждаемый тюбинг-парк Подмосковья (Tripadvisor, Отзовик); минус — очереди в пик.",,3,Для мужчин;Универсальные,,,,,Тюбинг-парк Елагино Наро-Фоминск,,https://otzovik.com/reviews/tyubing-park_elagino_russia_moskovskaya_oblast/,medium,,,
B,Парк «Волен» (Яхромские холмы),МО,season,тюбинг / горные лыжи,,,,,"Курорт в Яхроме: ~15 склонов, 7 подъёмников, тюбинг, снегоходы, школа инструкторов.",Полноценный зимний курорт в часе от Москвы — сертификат «день на склоне с инструктором».,,3,Для мужчин;Универсальные,,,,,Парк Волен Яхрома,,https://otzovik.com/reviews/park_yahroma_russia_yahroma/,medium,,,
B,Хаски Лэнд (Назарьево),МО,season,хаски-упряжки,,,,https://xacku.land/nazarevo,"Семейный парк хаски в Назарьево: катание в упряжках (по погоде), прогулки и общение с собаками.",Дополняет Сокольники/HaskiPark из первой волны и ХаскиХолл из партнёров другим направлением области.,,4,Для мужчин;Универсальные,,,,,Хаски Лэнд Назарьево,,https://xacku.land/nazarevo,medium,,,
B,Клуб Приключений (vpoxod.ru) — снегоступы и зимние походы,Москва,season,снегоступы с гидом,,,,https://www.vpoxod.ru/types/43-Lyiji-snegostupyi,Однодневные походы на снегоступах в Подмосковье и по Карельскому укрепрайону под СПб с инструктором.,"Работают в обоих регионах, регулярные даты зимы 2026 — легко сделать сертификат на «поход выходного дня».",,3,Для мужчин;Универсальные,,,,,Клуб Приключений vpoxod,,https://www.vpoxod.ru/types/43-Lyiji-snegostupyi/podmoskovje,medium,,,
B,Green Flow Lakhta Park — термальный комплекс,Санкт-Петербург,season,термы,,,,https://greenflowlakhtapark.ru/termal,"Водный комплекс с бассейнами, спа и термами в Лахта Парке.",Второй крупный термальный объект СПб после Termoland; вид на Лахта-центр.,,4,Для мужчин;Универсальные,,,,,Green Flow Lakhta Park термы,,https://greenflowlakhtapark.ru/termal,medium,,,
B,Ленигрушка — роспись стеклянного ёлочного шара,Санкт-Петербург,season,мастерская новогодних игрушек,,,,https://lenigrushka.ru/master-klassy.php,Мастер-класс: каждый получает стеклянный шар с контуром (виды Петербурга или символ года) и расписывает его.,Локальный производитель ёлочных игрушек с готовыми МК — сильный предновогодний сертификат.,,4,Для мужчин;Универсальные,,,,,Ленигрушка мастер-класс роспись шаров,,https://lenigrushka.ru/master-klassy.php,medium,,,
B,Каток у Флагштока,Санкт-Петербург,season,каток с антуражем,,,,,"Самый большой каток Петербурга с видом на Финский залив и Лахта-центр, прокат коньков, программы.",Топ подборок Tripster/КП зимы 2026; вид на залив = инстаграмный каток №1 в городе.,,5,Для мужчин;Универсальные,,,,,Каток у Флагштока Санкт-Петербург,,https://experience.tripster.ru/journal/articles/gde-pokatatsya-na-konkah-v-sankt-peterburge/,medium,,,
B,Курорт «Красное озеро» — горнолыжная школа,СПб и ЛО,season,горнолыжная школа,,,,,"9 канатных дорог, искусственное оснежение, ночная подсветка, занятия с инструктором и прокат.",Самый оснащённый курорт ЛО в часе от города — сертификат «первый урок на лыжах».,,4,Для мужчин;Универсальные,,,,,Красное озеро горнолыжный курорт Коробицыно,,https://cuva.ru/blog/gornolyzhnye-kurorty-leningradskoj-oblasti,medium,,,
B,Курорт «Снежный» — Ski Club,СПб и ЛО,season,горнолыжная школа,,,,https://snegny.ru/,Всесезонный курорт в Коробицыно с горнолыжной школой; главный инструктор прошла французскую школу ENSA.,"Сильная школа для новичков, в отличие от конкурентов есть сертифицированные тренеры.",,3,Для мужчин;Универсальные,,,,,Курорт Снежный Коробицыно,,https://snegny.ru/ski-club-%D1%81%D0%BD%D0%B5%D0%B6%D0%BD%D1%8B%D0%B9/,medium,,,
B,Питомник хаски «Из Лемболово»,СПб и ЛО,season,хаски-упряжки,,,,,Катание на собачьих упряжках по маршрутам 400 м / 2 км / 4 км в Лемболово.,Ближайшие к городу упряжки с настоящими нартами по снегу; альтернатива ХаскиХолл.,,4,Для мужчин;Универсальные,,,,,Питомник хаски Из Лемболово,,https://spb.kupikupon.ru/deals/husky-lembolovo_211124,medium,,,
B,My Name is A-Frame,МО,country,A-frame с баней и купелью у реки,,,,https://mynameaframe.ru/,"4 A-frame дома с приватными зонами в 35 км от МКАД (Аксиньино): своя баня-бочка/купель на берегу реки, костровая и гриль-зона.",Ближний глэмпинг (40–60 минут от Москвы) с приватностью каждого дома; удобно как подарок «ночь на двоих с баней».,,4,Для двоих,,,,,My Name is A-Frame глэмпинг Аксиньино,,https://mynameaframe.ru/,medium,,,
B,A-Frame Drakino,МО,country,A-frame у Оки,,,10000,https://aframe-drakino.ru/,"Гостевые A-frame домики у реки Оки в Дракино (Серпухов), панорамное остекление, уединение на природе; сутки от 10 000 ₽.","Доступный чек для формата «домик на двоих», рядом парк-отель Дракино с активностями (конюшня, аэродром).",,4,Для двоих,,,,,A-Frame Drakino Серпухов,,https://aframe-drakino.ru/,medium,,,
B,Афрейм Хэппи (A-Frame Happy),МО,country,A-frame с баней и купелью,,,,https://aframe-happy.ru/,"Афрейм дом с баней и горячей купелью в Домодедовском районе, 35 км от Москвы — приватный дом на компанию или пару.","Ближайшая к Москве точка формата «дом + баня + купель», удобная для однодневного или ночного подарка.",,4,Для двоих,,,,,Афрейм Хэппи Домодедово,,https://tripinglamp.ru/glampings/a-frame-happy/,medium,,,
B,Глэмпинг «Озеро Ле»,МО,country,Глэмпинг с баней у озера,,,,https://ozerole.ru/,"Глэмпинг с баней на берегу озера под Дубной: домики у воды, панорамная баня, тихий формат «выходные вдвоём».","Север Подмосковья, вода + баня, свежий проект; закрывает нишу «глэмпинг у озера» в МО.",,4,Для двоих,,,,,Озеро Ле глэмпинг Дубна,,https://ozerole.ru/,medium,,,
B,Голицынские бани (парк-отель «Голицын Клуб»),МО,country,Банный комплекс с чанами и купелями (дневной формат),,,,https://xn--90adpidcmf4c0a9c.xn--p1ai/golitsynskie-bani/,"Семь отдельных бань с уличными зонами, чанами на костре и купелями в парк-отеле Голицын Клуб (Одинцовский округ) — можно приехать на день без ночёвки.",Готовый «загородный день»: баня + купель + ресторан в 30 минутах от МКАД; крупный отель с отлаженным сервисом.,,4,Для двоих,,,,,Голицын Клуб парк-отель бани,,https://xn--90adpidcmf4c0a9c.xn--p1ai/golitsynskie-bani/,medium,,,
B,CLUBBARIN eco hotel & bar — банный комплекс,МО,country,Банный комплекс при эко-отеле,,,,https://banya.clubbarin.ru/,"Банный комплекс в эко-отеле Clubbarin в Подмосковье: парные, купели, бар и ресторан — дневное посещение без проживания.",Лайфстайл-эко-отель с баром и сильным визуалом; закрывает формат «баня + обед» на один день.,,4,Для двоих,,,,,Clubbarin eco hotel баня,,https://banya.clubbarin.ru/,medium,,,
B,База отдыха «Окунёвая» — бани на Финском заливе,СПб и ЛО,country,Баня на дровах с панорамой на залив,,,,https://okunevaya.ru/infrastruktura/russkaya-banya-na-drovah/,"Две русские бани на дровах прямо на берегу Финского залива с панорамным видом и джакузи на террасе, на компанию до 6 человек.",Баня с видом на залив — сильный визуал; формат «день на заливе с баней» без ночёвки.,,4,Для двоих,,,,,база отдыха Окунёвая баня,,https://okunevaya.ru/infrastruktura/russkaya-banya-na-drovah/,medium,,,
B,Аудиошкола DJ Грува,Москва,learn,DJ-школа,,,,https://audioschool.ru/,"Курсы диджеинга и создания музыки от DJ Грува, преподаватели-практики, гослицензия; разовые уроки с нуля.","Медийное имя основателя, узнаваемый бренд для подарка «стань диджеем на час».",,3,Для женщин;Универсальные,,,,,Аудиошкола DJ Грува Москва,,https://audioschool.ru/,medium,,,
B,CONNECT School — школа битмейкинга,Москва,learn,Битмейкинг — разовое занятие,,,3000,https://connectschool.ru/kursy-bitmejkinga/,"Разовое занятие по созданию битов (2 акад. часа) с саундпродюсером в FL Studio / Ableton / Logic, офлайн в студии, от 3 000 ₽.",Битмейкинг — растущий запрос у молодой аудитории; готовый разовый формат по низкому чеку.,,3,Для женщин;Универсальные,,,,,Connect School битмейкинг Москва,,https://connectschool.ru/kursy-bitmejkinga/,medium,,,
B,Drumschool Александра Климовича,Москва,learn,Барабаны — разовый урок,,,,https://drumschool.ru/certificate/,"Индивидуальный урок на ударной установке в барабанной школе, работающей в Москве с 2001 года; подарочные сертификаты на 1+ занятие.",Старейшая барабанная школа Москвы с отработанным сертификатом «урок в подарок».,True,3,Для женщин;Универсальные,,,,,Drumschool барабанная школа Климовича,,https://drumschool.ru/certificate/,medium,,,
B,Музыкальная студия «Арт-Фа»,Москва,learn,Вокал / гитара / барабаны — сертификат на 1 урок,,,,https://art-fa.ru/sertifikat-na-zanyatiya-vokalom.php,"Сеть музыкальных студий с сертификатами на 1/4/8 уроков вокала, гитары, барабанов, фортепиано; e-сертификат или печатный.","Готовая механика «1 урок в подарок» по нескольким инструментам сразу, несколько локаций в Москве.",True,3,Для женщин;Универсальные,,,,,студия Арт-Фа уроки вокала Москва,,https://art-fa.ru/podarochnyj-sertifikat-barabany.php,medium,,,
B,Своя Школа — сальса и бачата,Москва,learn,Танцы для взрослых (бачата/сальса),,,,https://svoyashkola.ru/,"Школа сальсы и бачаты для взрослых «которым важно качество»: пробные и разовые занятия, парные и соло-группы.","Входит в рейтинги лучших школ бачаты Москвы 2024–2025, положительные отзывы учеников; бачата — самый растущий танцевальный запрос.",,4,Для женщин;Универсальные,,,,,Своя Школа сальса бачата Москва,,https://expertology.ru/luchshikh-shkol-bachaty-i-salsy-v-moskve/,medium,,,
B,Студия Чино (Chino) — бачата и сальса,Москва,learn,Танцы для взрослых (латина),,,,,Студия кубинца Чино — одного из первых преподавателей бачаты и сальсы в России; занятия для начинающих взрослых.,"Аутентичный кубинский преподаватель, стабильно в топах рейтингов школ бачаты Москвы.",,3,Для женщин;Универсальные,,,,,Студия Чино сальса бачата Москва,,https://markakachestva.ru/amenities/7614-luchshie-shkoly-bachaty-i-salsy-v-moskve.html,medium,CHAIN,,
B,Ivara — школа парных танцев,Москва,learn,Танцы для взрослых (парные),,,,,"Школа парных танцев (бачата, сальса, кизомба, хастл) для взрослых с пробными занятиями и вечеринками.",Названа лучшей школой парных танцев Москвы в рейтинге expertology 2025.,,3,Для женщин;Универсальные,,,,,Ivara школа танцев Москва,,https://expertology.ru/luchshikh-shkol-bachaty-i-salsy-v-moskve/,medium,,,
B,POLE DOM — студия pole dance,Москва,learn,Pole dance — пробное занятие,,,,https://pole-dom.ru/,"Студия танцев на пилоне и пилонного спорта: пробные и индивидуальные занятия, подарочные сертификаты на любую сумму.",Готовые сертификаты + пробные уроки за 600–700 ₽; pole dance в топе «хочу попробовать» у женской аудитории.,True,4,Для женщин;Универсальные,,,,,Pole Dom студия pole dance Москва,,https://pole-dom.ru/,medium,,,
B,Студия импровизации «Момент»,Москва,learn,Импровизация — мастер-класс,,,2800,,"Разовые мастер-классы по импровизации (от 2 800 ₽), индивидуальные занятия и интенсивы: спонтанность, уверенность, быстрое мышление.",Импров-мастер-классы — тренд 2025 как «антистресс-впечатление»; низкий чек и разовый формат.,,3,Для женщин;Универсальные,,,,,студия импровизации Момент Москва,,https://dtf.ru/topraiting/3973702-kursy-improvizatsii-v-moskve-luchshie-shkoly-i-treningi-2025-goda,medium,,,
B,Свобода Слова — центр актёрского и ораторского мастерства,Москва,learn,Актёрское мастерство / ораторское — мастер-класс,,,,https://svobslova.ru/msk,"Мастер-классы по снятию зажимов, речи, голосу и импровизации для взрослых; курсы актёрского и ораторского мастерства (Москва и СПб).",Разовые мастер-классы «проработка зажимов» + два города; много отзывов об эмоциях и общении.,,3,Для женщин;Универсальные,,,,,Свобода Слова актёрское мастерство Москва,,https://svobslova.ru/msk,medium,,,
B,Фиксаж — плёночная фотолаборатория и школа,Москва,learn,Плёночная фотография / печать в darkroom,,,,https://fiksazh.com/school,"Мастер-классы в профессионально оборудованной фотолаборатории: приготовление растворов, проявка плёнки, контактная и проекционная печать.","Чистый darkroom-опыт «своими руками» — редкий формат, мало конкурентов в Москве.",,4,Для женщин;Универсальные,,,,,Фиксаж фотолаборатория Москва,,https://fiksazh.com/school,medium,,,
B,Арт Фабрика — мастер-классы по рисованию,Москва,learn,Акварель / скетчинг — мастер-класс,,,,https://afabrica.ru/podarochnyy-sertifikat-na-master-klass.html,"Мастер-классы по акварели, скетчингу (urban, food) и живописи для взрослых с нуля; подарочные сертификаты на мастер-класс.","Оформленный сертификат «подарок-впечатление», широкая линейка разовых занятий.",True,4,Для женщин;Универсальные,,,,,Арт Фабрика студия рисования Москва,,https://afabrica.ru/master-klassi.html,medium,Фабрика Джелато,,
B,Школа флористики «Цветочная Мастерская»,Москва,learn,Флористика — мастер-класс,,,,,"Мастер-классы и курсы флористики от практикующих флористов (мастерская Сапрыкиных): сборка букета в группе до 8 человек, ~2,5 часа.",Положительные отзывы на Отзовике о подаче материала; флористика — стабильный «женский» подарок.,,4,Для женщин;Универсальные,,,,,Цветочная Мастерская школа флористики Москва,,https://otzovik.com/reviews/kursi_floristiki_v_masterskoy_anni_i_ili_saprikinih_cvetochnaya_masterskaya_russia_moscow/,medium,,,
B,Академия Бариста,Москва,learn,Курс бариста 1–2 дня,,,,https://academy-barista.ru/sertifikat.html,"Интенсивные курсы бариста за 1–2 дня для любителей кофе и будущих профи, именной сертификат по итогам; подарочный сертификат на курс.",Готовый подарочный сертификат + короткий формат; кофейная культура остаётся трендом.,True,3,Для женщин;Универсальные,,,,,Академия Бариста Москва курсы,,https://academy-barista.ru/,medium,Арт-студия Artista (ООО Артиста Хендмейд),,
B,DJostik School,Санкт-Петербург,learn,DJ — пробный урок,,,,https://xn--80aiaeaem0bc2bl6j.xn--p1ai/,Персональный пробный урок диджеинга и курсы в петербургской DJ-школе DJostik.,Персональный формат «попробуй себя за пультом» без Юниона; подходит для сертификата.,,3,Для женщин;Универсальные,,,,,DJostik School школа диджеев Санкт-Петербург,,https://vc.ru/edu/1310677-15-kursov-didzheev-v-sankt-peterburge,medium,,,
B,Clubmasters DJ School,Санкт-Петербург,learn,DJ / битмейкинг — индивидуальный МК,,,5000,https://clubmasters.ru/,"Школа диджеев и электронной музыки: индивидуальное занятие 60 минут (5 000 ₽) по DJ или битмейкингу в Ableton/FL Studio, подарочные сертификаты.",Старейшая DJ-школа Петербурга с готовыми сертификатами и битмейкинг-направлением.,True,3,Для женщин;Универсальные,,,,,Clubmasters DJ школа Санкт-Петербург,,https://clubmasters.ru/musicschool/,medium,,,
B,La Boca — школа танцев,Санкт-Петербург,learn,Танцы для взрослых (бачата/сальса),,,,,"Уроки бачаты и сальсы для начинающих и опытных в просторных залах на Каменноостровском, 40а.","Один из самых упоминаемых адресов бачаты в СПб (подборки 2025), центр города.",,3,Для женщин;Универсальные,,,,,La Boca школа танцев Каменноостровский 40,,https://www.kp.ru/afisha/spb/obzory/moj-gorod/luchshie-shkoly-tancev-v-sankt-peterburge/,medium,,,
B,MENSHOV STUDIO — школа актёрской импровизации,Санкт-Петербург,learn,Импровизация / актёрское — мастер-класс,,,,https://www.menshovstudio.ru/,Школа актёрской импровизации с разовыми занятиями и курсами для взрослых.,"Второй после Точки Импро импров-бренд Петербурга, упоминается в подборках 2025.",,3,Для женщин;Универсальные,,,,,Menshov Studio импровизация Санкт-Петербург,,https://piter.now/top-10-teatralnykh-studij-gde-prepodayut-akterskoe-masterstvo/,medium,,,
B,Школа живописи «Рискуй»,Санкт-Петербург,learn,Акварель / скетчинг — мастер-класс,,,,https://risui-riskui.ru/akvarel,Мастер-классы по акварельной живописи и акварельному скетчингу для взрослых в школе живописи и интерьерного декора «Рискуй».,Специализация именно на акварели; альтернатива Zuart/Artista в СПб.,,4,Для женщин;Универсальные,,,,,школа живописи Рискуй Санкт-Петербург,,https://risui-riskui.ru/akvarel,medium,,,
B,Хлебник — мастер-классы бариста,Санкт-Петербург,learn,Курс бариста / кофейный мастер-класс,,,,https://fr.xleb.ru/school/tproduct/854063063-684636201392-podarochnii-sertifikat-na-kurs-barista,Мастер-классы по приготовлению кофе в школе при сети кофеен «Хлебник» в центре Петербурга; подарочный сертификат на курс бариста.,"Узнаваемый городской бренд кофеен, готовый сертификат; лёгкий вход в кофейную тему.",True,4,Для женщин;Универсальные,,,,,Хлебник школа бариста Санкт-Петербург,,https://fr.xleb.ru/school/tproduct/854063063-684636201392-podarochnii-sertifikat-na-kurs-barista,medium,,,
B,FOQUS — плёночная фотолаборатория,Санкт-Петербург,learn,Плёночная фотография / darkroom,,,,https://foqus.film/news/uroki_fotografii_na_plenku/,"Индивидуальные мастер-классы в тёмной комнате: ручная печать, работа с увеличителем и оборудованием darkroom.",Индивидуальный darkroom-опыт в СПб помимо Format Film Lab; плёнка в тренде.,,4,Для женщин;Универсальные,,,,,FOQUS фотолаборатория Санкт-Петербург,,https://foqus.film/news/uroki_fotografii_na_plenku/,medium,,,
B,РОББО Клуб,Москва,family,Робототехника для детей — разовое занятие,,,,https://goroda.robboclub.ru/msk-green-park,"Сеть кружков робототехники и программирования для детей; подарочный сертификат на посещение клуба, разовые мастер-классы (сборка и программирование робота).","Готовый подарочный сертификат для «любознательного ребёнка», много филиалов по Москве.",True,3,Для детей;Универсальные,,,,,РОББО Клуб робототехника Москва,,https://goroda.robboclub.ru/msk-green-park,medium,,,
B,Инжинириум МГТУ им. Баумана — семейные мастер-классы,Москва,family,Робототехника / программирование — семейный МК,,,,,Семейные мастер-классы по робототехнике и программированию: дети 7–9 лет собирают и программируют собственного робота вместе с родителями.,Бренд Бауманки + семейный формат «родитель + ребёнок» — сильный статусный подарок.,,3,Для детей;Универсальные,,,,,Инжинириум МГТУ Баумана,,https://xn--80aa3ak5a.xn--p1ai/news/inzhinirium-mgtu-im-n-e-baumana-priglashaet-na-semeynye-master-klassy-po-robototekhnike-i-programmir/,medium,,,
B,Аквакомплекс «Мореон»,Москва,family,Аквапарк / термы,,,,https://moreon.ru/,"Крупнейший аквакомплекс России (Ясенево): аквапарк, термы, спа — «курорт в черте города» для всей семьи.",Максимальная узнаваемость и масштаб; семейный билет — простой и востребованный подарок.,,4,Для детей;Универсальные,,,,,Мореон аквапарк Ясенево,,https://vc.ru/id5363642/2264124-5-luchshikh-akvaparkov-moskvy,medium,,,
B,Верёвочный «Парк приключений» (Хотьково),МО,family,Верёвочный парк,,,,,"Самый большой верёвочный парк Подмосковья: 18 трасс разной сложности, детские маршруты, лес и свежий воздух.",Масштаб и природа под Сергиевым Посадом; отзывы хвалят территорию и экстрим для всей семьи.,,4,Для детей;Универсальные,,,,,Парк приключений верёвочный парк Хотьково,,https://welcome.mosreg.ru/stories/top-verevocnyh-parkov-podmoskov-a,medium,,,
B,Прайм Парк (Раменское),МО,family,Верёвочный парк + скалодром + лазертаг,,,,https://xn--80aa0afipdef.xn--p1ai/,"Активный парк в лесу у озера Гидра: верёвочные трассы, скалодром, гироскоп, лазертаг, зимой каток и квадроциклы.",Круглогодичный семейный «день активностей» с адекватными ценами по отзывам на Яндекс Картах.,,3,Для детей;Универсальные,,,,,Прайм Парк Раменское верёвочный парк,,https://welcome.mosreg.ru/ideas/verevocnyj-park-prajm-park,medium,Primo Karting,,
B,Интерактивный детский театр «Ламантин» (Москвариум),Москва,family,Интерактивный театр для детей 0+,,,,https://baby.moskvarium.ru/,"Театр без сцены и кресел на ВДНХ: дети сидят на подушках, двигаются и играют внутри спектакля по сказкам.","Новый формат при Москвариуме, сильная локация ВДНХ, удобно совмещать с океанариумом.",,4,Для детей;Универсальные,,,,,театр Ламантин Москвариум ВДНХ,,https://baby.moskvarium.ru/,medium,,,
B,Foxy Photos — фотосессия с лисой,Москва,family,Семейная фотосессия с животными,,,2200,,"Фотостудия, специализирующаяся на съёмках с лисами: экспресс 15 мин — 2 200 ₽, семейная съёмка — 9 000 ₽, love story, фэнтези.",Узкая специализация и низкий входной чек; фотосессии с лисой в среднем 4.9 на Яндекс Услугах.,,5,Для детей;Универсальные,,,,,Foxy Photos фотосессия с лисой Москва,,https://dtf.ru/topraiting/3510920-fotosessiya-s-lisoi-v-moskve-top-10-luchshih-predlozheniya-reiting-2025-goda,medium,,,
B,Арт-студия «Лампа»,Москва,viral,арт-студия,,,3000,https://lampaart.ru/,"Творческая студия художника-кастомайзера: мастер-классы по живописи и кастомизации одежды и кроссовок, сезонные форматы (венки, роспись бутылок и игрушек).","Редкий для Москвы микс «живопись + кастом кроссовок» от одного автора с фокусом на эстетику и атмосферу — контентный формат, как у Fraumilk.",,4,Для двоих;Для женщин;Универсальные,,,,,арт-студия Лампа Москва мастер-классы,,https://lampaart.ru/,medium,,,
